"","ADPF","Ajuizamento","Assunto"
"250",810,"18/03/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"251",811,"19/03/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"252",812,"19/03/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO DA SAÚDE | Pública"
"253",813,"19/03/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"254",814,"22/03/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL"
"255",815,"24/03/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PENAL | Crimes Previstos na Legislação Extravagante | Crimes contra a Segurança Nacional, a Ordem Política e Social"
"256",816,"25/03/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"257",817,"29/03/2021","DIREITO PREVIDENCIÁRIO
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"258",818,"05/04/2021","DIREITO CIVIL | Obrigações | Espécies de Contratos | Locação de Imóvel
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"259",819,"05/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública | Município"
"260",820,"05/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Ensino Fundamental e Médio
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"261",821,"07/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"262",822,"08/04/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO DA SAÚDE | Pública | Vigilância Sanitária e Epidemológica"
"263",823,"08/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO TRIBUTÁRIO"
"264",824,"09/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Atos Administrativos | Improbidade Administrativa
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"265",825,"09/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL"
"266",826,"13/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"267",827,"13/04/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento"
"268",828,"15/04/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público
                        
                            DIREITO CIVIL | Coisas | Posse"
"269",829,"16/04/2021","DIREITO DA SAÚDE | Pública | Vigilância Sanitária e Epidemológica
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"270",830,"16/04/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"271",831,"22/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"272",832,"28/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"273",833,"28/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PREVIDENCIÁRIO | Benefícios em Espécie | Pensão por Morte (Art. 74/9)"
"274",834,"30/04/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"275",835,"03/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Sistema Remuneratório e Benefícios"
"276",836,"03/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Agentes Políticos | Parlamentares | Remuneração"
"277",837,"03/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil"
"278",838,"05/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Reajustes de Remuneração, Proventos ou Pensão
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"279",839,"06/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"280",840,"06/05/2021","DIREITO DA SAÚDE | Pública | Vigilância Sanitária e Epidemológica
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"281",841,"06/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Privatização
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"282",842,"06/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil"
"283",843,"11/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO INTERNACIONAL"
"284",844,"18/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos | Bloqueio de Valores de Contas Públicas
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório"
"285",845,"21/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"286",846,"21/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"287",847,"24/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL PENAL"
"288",848,"31/05/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Agentes Políticos | Governador
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"289",849,"02/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DA SAÚDE | Pública | Vigilância Sanitária e Epidemológica
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"290",850,"08/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento"
"291",851,"08/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento"
"292",852,"14/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"293",853,"15/06/2021","DIREITO TRIBUTÁRIO | Contribuições | Contribuições Previdenciárias | Mandato Eletivo/Lei 9.506/97"
"294",854,"15/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Orçamento"
"295",855,"16/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública"
"296",856,"18/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL | Patrimônio Cultural"
"297",857,"22/06/2021","DIREITO AMBIENTAL"
"298",858,"22/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"299",860,"30/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Sistema Remuneratório e Benefícios"
"300",861,"30/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Reajustes de Remuneração, Proventos ou Pensão"
"301",862,"30/06/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Regime Estatutário | Estabilidade
                        
                            DIREITO DO TRABALHO | Categoria Profissional Especial | Advogados"
"302",863,"01/07/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL | Saneamento"
"303",864,"02/07/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"304",865,"02/07/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"305",866,"09/07/2021","DIREITO DA SAÚDE | Pública
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"306",867,"15/07/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PENAL | Crimes Previstos na Legislação Extravagante | Crimes de Responsabilidade"
"307",868,"19/07/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade | Processo Legislativo"
"308",869,"21/07/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO CIVIL | Obrigações | Espécies de Contratos | Locação de Imóvel"
"309",870,"31/07/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"310",871,"02/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"311",872,"02/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais | Proteção da Intimidade e Sigilo de Dados"
"312",873,"05/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos | Bloqueio de Valores de Contas Públicas
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução | Penhora / Depósito/ Avaliação"
"313",874,"10/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Ensino Fundamental e Médio | Exame Nacional de Ensino Médio / ENEM"
"314",875,"12/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"315",876,"19/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"316",877,"20/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL PENAL | Investigação Penal"
"317",878,"26/08/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"318",879,"01/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Sistema Remuneratório e Benefícios
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"319",880,"03/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"320",881,"13/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL PENAL"
"321",882,"20/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"322",883,"21/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"323",884,"22/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil | Categorias Especiais de Servidor Público | Procuradores de Órgãos / Entidades Públicos"
"324",885,"27/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais |Alimentação"
"325",886,"27/09/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"326",887,"06/10/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"327",888,"08/10/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"328",889,"13/10/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"329",890,"14/10/2021","DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório 
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos | Bloqueio de Valores de Contas Públicas"
"330",891,"18/10/2021","DIREITO CIVIL | Fatos Jurídicos | Prescrição e Decadência
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução | Execução de Título Extrajudicial"
"331",892,"19/10/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Servidor Público Civil"
"332",893,"19/10/2021","DIREITO TRIBUTÁRIO | Limitações ao Poder de Tributar | Isenção
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"333",894,"26/10/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Comissão Parlamentar de Inquérito - CPI | Limites dos Poderes de Investigação"
"334",895,"27/10/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Intervenção no Domínio Econômico | Proteção à Livre Concorrência | Proibição de Privilégio Fiscal às Empresas Públicas e Sociedades de Economia Mista
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"335",896,"28/10/2021","DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório 
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos | Bloqueio de Valores de Contas Públicas"
"336",897,"03/11/2021","DIREITO CIVIL | Responsabilidade Civil | Indenização por Dano Material | Lei de Imprensa
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"337",898,"03/11/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"338",899,"03/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Garantias Constitucionais"
"339",900,"04/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO"
"340",901,"04/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO"
"341",902,"08/11/2021","DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório 
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Domínio Público | Bens Públicos | Bloqueio de Valores de Contas Públicas"
"342",903,"09/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PROCESSUAL CIVIL E DO TRABALHO | Liquidação / Cumprimento / Execução de Sentença | Precatório"
"343",904,"09/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"344",905,"09/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"345",906,"10/11/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"346",907,"11/11/2021","QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"347",908,"11/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"348",909,"19/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PREVIDENCIÁRIO"
"349",910,"23/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL"
"350",911,"23/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DO TRABALHO | Direito Individual do Trabalho  | Duração do Trabalho"
"351",912,"23/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO PREVIDENCIÁRIO | Benefícios em Espécie"
"352",913,"29/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO INTERNACIONAL | Estrangeiro | Admissão / Entrada / Permanência / Saída
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19"
"353",914,"30/11/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Ensino Fundamental e Médio | Transporte"
"354",915,"01/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Concurso Público / Edital"
"355",916,"02/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Serviços | Concessão / Permissão / Autorização | Água e/ou Esgoto"
"356",917,"02/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO | COVID-19
                        
                            DIREITO INTERNACIONAL | Estrangeiro | Admissão / Entrada / Permanência / Saída"
"357",918,"03/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL | Patrimônio Cultural"
"358",919,"03/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade"
"359",921,"09/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO AMBIENTAL | Mineração"
"360",922,"13/12/2021","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade
                        
                            DIREITO DO TRABALHO | Direito Individual do Trabalho  | Duração do Trabalho"
